id,status,action,en,hi,hinglish,themes,type,depth,intensity_safe_floor,emotions,concepts,related_verses,source,shown_count,engagement_rate,notes
6a3f4860c50c45ed77577a7b,draft,,"Who stands watching when the mind says, 'I am less than' or 'I am more'—and does that watcher ever compare?","जब मन कहता है 'मैं कम हूँ' या 'मैं ज़्यादा'—तो कौन देख रहा होता है, और क्या वो द्रष्टा कभी तुलना करता है?","Jab man kehta hai 'main kam hoon' ya 'main zyada'—to kaun dekh raha hota hai, aur kya woh drishta kabhi tulna karta hai?",comparison,spiritual,2,mild,shame|pride,witness-self|equanimity,,llm_generated,0,0.0,
6a3f4861c50c45ed77577a7c,draft,,"If the fruits of all your striving vanished like smoke, would the one who strives still hold value in your own eyes?","यदि आपके सभी प्रयासों का फल धुएँ की तरह उड़ जाए, तो क्या प्रयास करने वाला आपकी निगाह में अब भी मूल्यवान रहेगा?","Agar aapke sabhi prayason ka fal dhuan ki tarah udd jaye, toh kya prayas karne waali aapki nigah mein ab bhi maulyawan rahega?",comparison,spiritual,2,mild,fear|worthiness,fruit of action|surrender,,llm_generated,0,0.0,
6a3f487bc50c45ed77577a7d,draft,,"When you measure yourself against another, who is the one who feels small — the self that changes, or the witness that does not?","जब आप अपनी तुलना दूसरों से करते हैं, तो कौन है जो छोटा महसूस करता है — बदलने वाला रूप, या वह साक्षी जो अविनाशी है?","Jab aap apni tulna doosron se karte hain, toh kaun hai jo chhota mehsoos karta hai — badalne wala roop, ya wah sakshi jo avinashi hai?",comparison,spiritual,3,moderate,inadequacy|longing,witness-self|impermanence,,llm_generated,0,0.0,
6a3f487cc50c45ed77577a7e,draft,,"The mind that compares — does it seek truth, or only a rank to occupy in a game that never ends?","यह मन जो तुलना करता है — क्या वह सत्य की खोज में है, या केवल एक ऐसे खेल में अपना स्थान चाहता है जो कभी समाप्त नहीं होता?","Yeh man jo tulna karta hai — kya wah satya ki khoj mein hai, ya keval ek aise khel mein apna sthan chahta hai jo kabhi samapt nahin hota?",comparison,spiritual,3,moderate,restlessness|emptiness,restless mind|desire/aversion,,llm_generated,0,0.0,
6a3f487dc50c45ed77577a7f,draft,,"If you stripped away every comparison you have ever made, what would remain of the one you call 'I'?","यदि आप हर उस तुलना को हटा दें जो कभी की है, तो इस 'मैं' में क्या बचेगा?","Agar aap har us tulna ko hata dein jo kabhi ki hai, toh is 'main' mein kya bachega?",comparison,spiritual,3,moderate,disorientation|curiosity,witness-self|surrender,,llm_generated,0,0.0,
6a3f487dc50c45ed77577a80,draft,,"In the stillness between two thoughts of better and worse, can you find the one who compares — or does that one too dissolve?","बेहतर और बदतर के दो विचारों के बीच की शांति में, क्या आप उसे पा सकते हैं जो तुलना करता है — या वह भी विलीन हो जाता है?","Behtar aur battar ke do vicharon ke beech ki shanti mein, kya aap use pa sakte hain jo tulna karta hai — ya wah bhi vileen ho jaata hai?",comparison,spiritual,3,moderate,wonder|fear,equanimity|witness-self,,llm_generated,0,0.0,
6a3f67dbad73b9d3bd86f961,approved,,"When you compare yourself to someone and feel smaller — what exactly are you measuring, and did you choose that measure?","जब आप खुद की किसी से तुलना करते हैं और छोटा महसूस करते हैं — आप ठीक क्या माप रहे हैं, और क्या आपने यह पैमाना चुना था?","Jab aap khud ki kisi se tulna karte hain aur chhota feel karte hain — aap theek kya maap rahe hain, aur kya aapne yeh scale chuna tha?",comparison,self_awareness,1,any,inadequacy|envy,svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f962,approved,,Who is it that you most compare yourself to — and what is it you secretly believe they have that you do not?,आप खुद की तुलना सबसे अधिक किससे करते हैं — और आप मन में क्या मानते हैं कि उनके पास है जो आपके पास नहीं?,Aap khud ki tulna sabse zyada kisse karte hain — aur aap man mein kya maante hain ki unke paas hai jo aapke paas nahi?,comparison,self_awareness,1,any,inadequacy|restlessness,svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f963,approved,,What does it say about your own path that you so often evaluate it by someone else's distance traveled?,आपके अपने मार्ग के बारे में यह क्या कहता है कि आप उसे इतनी बार किसी और की तय की हुई दूरी से आँकते हैं?,Aapke apne raaste ke baare mein yeh kya kehta hai ki aap use itni baar kisi aur ki tay ki hui doori se aankate hain?,comparison,self_awareness,2,mild,inadequacy|shame|envy,svadharma|ego,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f964,approved,,When the comparing mind quiets — even for a moment — what do you notice about yourself that it usually drowns out?,"जब तुलना करने वाला मन — एक पल के लिए भी — शांत होता है, तो आप अपने बारे में क्या नोटिस करते हैं जिसे वह आमतौर पर दबा देता है?","Jab tulna karne wala mann — ek pal ke liye bhi — shant hota hai, toh aap apne baare mein kya notice karte hain jise woh aam taur par daba deta hai?",comparison,self_awareness,2,mild,inadequacy|resentment,ego|svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f965,approved,,"If the person you envy were to disappear from your awareness entirely — what would be left for you to want, and what would be left of who you think you are?","यदि जिस व्यक्ति से आप ईर्ष्या करते हैं वह आपकी जागरूकता से पूरी तरह गायब हो जाए — तो आपके चाहने के लिए क्या बचेगा, और आप जो सोचते हैं कि आप हैं उसमें से क्या शेष रहेगा?","Agar jis insaan se aap irshya karte hain woh aapki awareness se poori tarah gayab ho jaaye — toh aapke chahne ke liye kya bachega, aur aap jo sochte hain ki aap hain us mein se kya reh jaayega?",comparison,self_awareness,3,moderate,shame|inadequacy|envy,ego|witness-self|svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f966,approved,,What would you have to believe about your own path to make the comparison irrelevant — and why is that belief so difficult to hold?,आपको अपने मार्ग के बारे में क्या विश्वास करना होगा ताकि तुलना अप्रासंगिक हो जाए — और वह विश्वास रखना इतना कठिन क्यों है?,Aapko apne raaste ke baare mein kya vishwas karna hoga taaki tulna irrelevant ho jaaye — aur woh vishwas rakhna itna mushkil kyun hai?,comparison,self_awareness,3,moderate,inadequacy|ego|shame,ego|svadharma|witness-self,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f967,approved,,If you could not see what anyone else was doing today — what would you choose to do with your energy?,यदि आज आप किसी और को क्या कर रहा है देख नहीं सकते — तो आप अपनी ऊर्जा के साथ क्या करना चुनते?,Agar aaj aap kisi aur ko kya kar raha hai dekh nahi sakte — toh aap apni urja ke saath kya karna chunte?,comparison,action_oriented,1,any,inadequacy|restlessness,svadharma|karma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f968,approved,,What is one thing only you can do — shaped by your exact life and nature — that no one else could do in quite the same way?,एक ऐसी चीज़ क्या है जो केवल आप कर सकते हैं — आपके अपने जीवन और स्वभाव से ढली — जो कोई और बिल्कुल उसी तरह नहीं कर सकता?,Ek aisi cheez kya hai jo sirf aap kar sakte hain — aapke apne jeevan aur swabhaav se dhali — jo koi aur bilkul usi tarah nahi kar sakta?,comparison,action_oriented,2,mild,inadequacy|restlessness,svadharma|karma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f969,approved,,"If you committed fully to your own path — not the path that looks impressive, but the one that is truly yours — what would you have to stop doing?","यदि आप अपने मार्ग पर पूरी तरह समर्पित हों — वह नहीं जो प्रभावशाली दिखता है, बल्कि वह जो सच में आपका है — तो आपको क्या करना बंद करना होगा?","Agar aap apne raaste par poori tarah sarmpit hon — woh nahi jo impressive dikhta hai, balki woh jo sach mein aapka hai — toh aapko kya karna band karna hoga?",comparison,action_oriented,3,moderate,inadequacy|envy|shame,svadharma|karma|dharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f96a,approved,,The Gita says it is better to walk your own path imperfectly than another's perfectly — what does that leave you with today?,गीता कहती है कि अपने मार्ग पर अपूर्णता से चलना किसी और के मार्ग पर पूर्णता से चलने से बेहतर है — आज यह आपके पास क्या छोड़ता है?,Gita kehti hai ki apne raaste par apurnata se chalna kisi aur ke raaste par purnata se chalne se behtar hai — aaj yeh aapke paas kya chhodta hai?,comparison,spiritual,1,any,inadequacy|restlessness,svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f96b,approved,,"What if every soul were given exactly the terrain it needs — and what you see in others is not evidence of your lack, but of their particular lesson?","क्या हो यदि हर आत्मा को ठीक वही भूमि दी गई हो जो उसे चाहिए — और दूसरों में जो आप देखते हैं वह आपकी कमी का प्रमाण नहीं, बल्कि उनके विशेष पाठ का?","Kya ho agar har aatma ko theek wahi zameen mili ho jo use chahiye — aur doosron mein jo aap dekhte hain woh aapki kami ka praman nahi, balki unke vishesh paath ka?",comparison,spiritual,2,mild,envy|inadequacy,svadharma|ego,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f96c,approved,,If there were no other person to measure yourself against — if comparison itself dissolved — what would you discover about what you actually long for?,यदि खुद को मापने के लिए कोई और न हो — यदि तुलना स्वयं विलीन हो जाए — तो आप क्या खोजेंगे कि आप वास्तव में किसकी लालसा रखते हैं?,Agar khud ko maapne ke liye koi aur na ho — agar tulna khud vilin ho jaaye — toh aap kya khojenge ki aap asal mein kiska lalsa rakhte hain?,comparison,spiritual,3,moderate,shame|inadequacy|existential,svadharma|ego|witness-self,,human_written,0,0.0,
6a3f4896c50c45ed77577a81,draft,,"When you feel the need to hold everything together, what is it that you fear might fall apart?","जब आपको सब कुछ संभालने की ज़रूरत महसूस होती है, तो आपको किस बात का डर लगता है कि शायद बिखर जाए?","Jab aapko sab kuchh sambhaalne ki zaroorat mehsoos hoti hai, toh aapko kis baat ka dar lagta hai ki shayad bikhar jaaye?",control,self_awareness,1,any,anxiety|fear,attachment|desire/aversion,,llm_generated,0,0.0,
6a3f4897c50c45ed77577a82,draft,,"In this moment, can you notice where in your body you are carrying the weight of wanting things to be different?","इस क्षण, क्या आप महसूस कर सकते हैं कि आपका शरीर कहाँ तनकर चाह रहा है कि चीज़ें और होतीं?","Is kshann, kya aap mehsoos kar sakte hain ki aapka shareer kahan tanakar chaahta hai kee cheezein aur hotiin?",control,self_awareness,1,any,tension|restlessness,restless mind|witness-self,,llm_generated,0,0.0,
6a3f4898c50c45ed77577a83,draft,,"What might it feel like to trust the current of this moment, even if you do not know where it leads?","इस पल की धारा पर भरोसा करना कैसा महसूस होगा, भले ही आप न जानते हों कि यह कहाँ ले जाएगी?","Is pal ki dhaaraa par bharosa karna kaisa mehsoos hoga, bhale hi aap na jaante hon ki yah kahan le jaayegi?",control,self_awareness,1,any,uncertainty|longing,equanimity|fruit of action,,llm_generated,0,0.0,
6a3f4898c50c45ed77577a84,draft,,When did you first learn that love must mean keeping things from changing?,पहली बार कब सीखा कि मोहब्बत का मतलब है चीज़ों को बदलने से रोकना?,Pehli baar kab seekha kee mohabbat ka matlab hai cheezon ko badalne se rokna?,control,self_awareness,1,any,sadness|nostalgia,attachment|desire/aversion,,llm_generated,0,0.0,
6a3f67dbad73b9d3bd86f96d,approved,,What in this situation are you actually able to influence — and what are you spending most of your energy on?,इस स्थिति में आप वास्तव में क्या प्रभावित कर सकते हैं — और अपनी अधिकांश ऊर्जा किस पर खर्च कर रहे हैं?,Is situation mein aap asal mein kya influence kar sakte hain — aur apni zyaadatar urja kis par kharch kar rahe hain?,control,self_awareness,1,any,tension|anxiety,surrender|karma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f96e,approved,,"When things slip beyond your control, what is the first thing that happens inside you?",जब चीज़ें आपके नियंत्रण से बाहर जाने लगती हैं — तो आपके भीतर सबसे पहले क्या होता है?,Jab cheezein aapke control se bahar jaane lagti hain — toh aapke andar sabse pehle kya hota hai?,control,self_awareness,1,any,frustration|anxiety,surrender,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f96f,approved,,What does the need to control this situation protect you from feeling?,इस स्थिति को नियंत्रित करने की ज़रूरत आपको क्या महसूस करने से बचाती है?,Is situation ko control karne ki zaroorat aapko kya feel karne se bachati hai?,control,self_awareness,2,mild,anxiety|resistance,surrender|ego,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f970,approved,,What would it mean about you if this did not go the way you planned — and whose judgment are you most afraid of?,"यदि यह आपकी योजना के अनुसार न हो — तो इसका आपके बारे में क्या अर्थ होगा, और आप किसके निर्णय से सबसे अधिक डरते हैं?","Agar yeh aapki plan ke hisaab se na ho — toh iska aapke baare mein kya matlab hoga, aur aap kiske faisle se sabse zyada darte hain?",control,self_awareness,2,mild,fear|tension,ego|surrender,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f971,approved,,"Underneath the need to control, what is the deeper belief — about the world, or about what happens to you when things fall apart?","नियंत्रण की ज़रूरत के नीचे — गहरी मान्यता क्या है — दुनिया के बारे में, या इस बारे में कि जब चीज़ें बिखर जाती हैं तो आपके साथ क्या होता है?","Control ki zaroorat ke neeche — gehri manyata kya hai — duniya ke baare mein, ya is baare mein ki jab cheezein bikhar jaati hain toh aapke saath kya hota hai?",control,self_awareness,3,moderate,fear|shame|existential,ego|surrender|witness-self,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f972,approved,,"If you truly accepted that you cannot control this — not as defeat, but as reality — what might become possible that isn't right now?","यदि आप सच में स्वीकार कर लें कि आप इसे नियंत्रित नहीं कर सकते — हार के रूप में नहीं, बल्कि वास्तविकता के रूप में — तो क्या संभव हो सकता है जो अभी नहीं है?","Agar aap sach mein sweekar kar lein ki aap ise control nahi kar sakte — haar ke roop mein nahi, balki haqeeqat ke roop mein — toh kya sambhav ho sakta hai jo abhi nahi hai?",control,self_awareness,3,moderate,existential fear|clinging,ego|witness-self|impermanence,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f973,approved,,"In this situation, what is the one thing that is entirely yours to do — and have you done it?","इस स्थिति में, एक चीज़ जो पूरी तरह आपकी है करने के लिए — क्या आपने वह की है?","Is situation mein, ek cheez jo poori tarah aapki hai karne ke liye — kya aapne woh ki hai?",control,action_oriented,1,any,tension|anxiety,karma|svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f974,approved,,What would it look like to put your full energy into what you can do — and genuinely release what you cannot?,यह कैसा दिखेगा जब आप जो कर सकते हैं उसमें अपनी पूरी ऊर्जा लगाएं — और जो नहीं कर सकते उसे सच में छोड़ दें?,Yeh kaisa dikhega jab aap jo kar sakte hain us mein apni poori urja lagaein — aur jo nahi kar sakte use sach mein chhod dein?,control,action_oriented,2,mild,resistance|frustration,karma|detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f975,approved,,If you acted from your deepest values — not from the need to guarantee the outcome — what would you do that you are not doing?,यदि आप अपने गहरे मूल्यों से कार्य करें — परिणाम की गारंटी की ज़रूरत से नहीं — तो आप क्या करेंगे जो अभी नहीं कर रहे?,Agar aap apne gehre mulyon se kaam karein — natija guarantee karne ki zaroorat se nahi — toh aap kya karenge jo abhi nahi kar rahe?,control,action_oriented,3,moderate,resistance|grief,karma|surrender|detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f976,approved,,What might open up if you treated this situation as something to move through rather than something to master?,यदि आप इस स्थिति को महारत हासिल करने की चीज़ के बजाय — इससे गुज़रने की चीज़ के रूप में देखें — तो क्या खुल सकता है?,Agar aap is situation ko maharat haasil karne ki cheez ke bajaaye — isse guzarne ki cheez ke roop mein dekhein — toh kya khul sakta hai?,control,spiritual,1,any,tension|worry,surrender|karma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f977,approved,,The Gita points toward acting fully and releasing the fruit entirely — what would it ask of you to live that way in this situation?,गीता पूरी तरह कार्य करने और फल को पूरी तरह छोड़ने की ओर इशारा करती है — इस स्थिति में उस तरह जीना आपसे क्या माँगेगा?,Gita poori tarah kaam karne aur phal ko poori tarah chhodne ki taraf ishara karti hai — is situation mein us tarah jeena aapse kya maangega?,control,spiritual,2,mild,resistance|fear,surrender|equanimity,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f978,approved,,"What would it mean to trust — not that things will go right, but that the deeper self watching all of this is not in danger?","इसका क्या अर्थ होगा कि विश्वास करें — यह नहीं कि सब ठीक होगा, बल्कि यह कि यह सब देखने वाला गहरा स्वयं खतरे में नहीं है?","Iska kya matlab hoga ki trust karein — yeh nahi ki sab theek hoga, balki yeh ki yeh sab dekhne wala gehra khud khatre mein nahi hai?",control,spiritual,3,moderate,existential fear|clinging,surrender|witness-self|impermanence,,human_written,0,0.0,
6a3f72b3f9906663563ec202,approved,,"In this situation, what is the single action most fully within your power — and have you taken it yet?","इस स्थिति में, एक कार्य जो सबसे पूरी तरह आपकी शक्ति में है — और क्या आपने इसे अभी तक किया है?","Is situation mein, ek kaam jo sabse poori tarah aapki shakti mein hai — aur kya aapne ise abhi tak kiya hai?",control,action_oriented,1,any,tension|anxiety,karma|svadharma,,human_written,0,0.0,
6a3f72b3f9906663563ec203,approved,,What would it look like to fully invest your effort here — and then step back from needing the result to go a particular way?,यहाँ अपना पूरा प्रयास लगाना और फिर परिणाम के किसी विशेष तरीके से जाने की ज़रूरत से पीछे हटना कैसा दिखेगा?,Yahan apna poora prayas lagana aur phir natije ke kisi vishesh tarike se jaane ki zaroorat se peeche hatna kaisa dikhega?,control,action_oriented,3,moderate,resistance|grief,karma|surrender|detachment,,human_written,0,0.0,
6a3f72b3f9906663563ec204,approved,,What if surrendering control here is not weakness — but a form of wisdom that allows something larger to move through?,क्या हो यदि यहाँ नियंत्रण छोड़ना कमज़ोरी नहीं है — बल्कि एक प्रकार की बुद्धिमत्ता है जो किसी बड़ी चीज़ को आगे बढ़ने देती है?,Kya ho agar yahan control chodna kamzori nahi hai — balki ek prakar ki buddhimatta hai jo kisi badi cheez ko aage badhne deti hai?,control,spiritual,1,any,tension|worry,surrender|karma,,human_written,0,0.0,
6a3f72b3f9906663563ec205,approved,,"What if the one who needs to control is itself the thing that most needs to be seen clearly — as constructed, temporary, and ultimately not in charge?","क्या हो यदि जो नियंत्रित करने की ज़रूरत है वही वह चीज़ है जिसे सबसे अधिक स्पष्ट रूप से देखे जाने की ज़रूरत है — निर्मित, अस्थायी, और अंततः नियंत्रण में नहीं?","Kya ho agar jo control karne ki zaroorat hai wahi woh cheez hai jise sabse zyada spashtata se dekhe jaane ki zaroorat hai — nirmit, asthaayi, aur aakhirkar control mein nahi?",control,spiritual,3,moderate,existential fear|clinging,surrender|witness-self|impermanence,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f979,approved,,"What is it you are truly hungry for — and is what you are chasing the thing itself, or what you believe it will make you feel?","आप सच में किसके लिए भूखे हैं — और जो आप पाने की कोशिश कर रहे हैं वह चीज़ खुद है, या जो आप मानते हैं वह आपको कैसा महसूस कराएगी?","Aap sach mein kiske liye bhookhe hain — aur jo aap paane ki koshish kar rahe hain woh cheez khud hai, ya jo aap maante hain woh aapko kaisa feel karaayegi?",desire,self_awareness,1,any,longing|craving,detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97a,approved,,"When this desire is satisfied, how long before the next one arises — and what does that pattern tell you?","जब यह इच्छा पूरी होती है — कितने समय बाद अगली उठती है, और यह पैटर्न आपको क्या बताता है?","Jab yeh ichha poori hoti hai — kitne samay baad agli uthti hai, aur yeh pattern aapko kya batata hai?",desire,self_awareness,1,any,craving|restlessness,desire|equanimity,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97b,approved,,What does this particular desire say about what you believe you are missing — and when did you decide you were missing it?,यह विशेष इच्छा उस कमी के बारे में क्या कहती है जो आप मानते हैं आपमें है — और आपने कब तय किया कि वह कमी है?,Yeh vishesh ichha us kami ke baare mein kya kehti hai jo aap maante hain aap mein hai — aur aapne kab tay kiya ki woh kami hai?,desire,self_awareness,2,mild,longing|shame,desire|ego|detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97c,approved,,Is this something you genuinely want — or something you want because you have watched others want it?,क्या यह कुछ ऐसा है जो आप सच में चाहते हैं — या कुछ ऐसा जो आप इसलिए चाहते हैं क्योंकि आपने दूसरों को इसे चाहते देखा है?,Kya yeh kuch aisa hai jo aap sach mein chahte hain — ya kuch aisa jo aap isliye chahte hain kyunki aapne doosron ko ise chahte dekha hai?,desire,self_awareness,2,mild,craving|shame,desire|ego,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97d,approved,,What is the oldest want you carry — the one beneath all the others — and what would it mean to finally turn toward it honestly?,आप जो सबसे पुरानी चाहत लेकर चलते हैं — बाकी सब के नीचे वाली — उसका क्या अर्थ होगा यदि आप अंततः उसकी ओर ईमानदारी से मुड़ें?,Aap jo sabse purani chaahat lekar chalte hain — baaki sab ke neeche wali — uska kya matlab hoga agar aap aakhirkar uski taraf imaandaari se mudein?,desire,self_awareness,3,moderate,longing|existential,desire|ego|witness-self,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97e,approved,,"If you got everything you currently desire — completely and immediately — what would be the first new thing you would want, and what does that tell you?","यदि आप जो अभी चाहते हैं वह सब मिल जाए — पूरी तरह और तुरंत — तो पहली नई चीज़ क्या होगी जो आप चाहेंगे, और यह आपको क्या बताती है?","Agar aap jo abhi chahte hain woh sab mil jaaye — poori tarah aur turant — toh pehli nayi cheez kya hogi jo aap chahenge, aur yeh aapko kya batati hai?",desire,self_awareness,3,moderate,craving|shame|existential,desire|ego|detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f97f,approved,,What would you pursue today if you were guided by what truly nourishes you rather than what merely excites you?,यदि आज आप उससे निर्देशित हों जो आपको सच में पोषण देता है न कि जो केवल उत्साहित करता है — तो आप क्या करते?,Agar aaj aap us se nirdeshit hon jo aapko sach mein poshan deta hai na ki jo sirf utsahit karta hai — toh aap kya karte?,desire,action_oriented,1,any,longing|craving,karma|svadharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f980,approved,,What would it look like to move toward what you want without making your peace contingent on getting it?,यह कैसा दिखेगा कि आप जो चाहते हैं उसकी ओर बढ़ें — लेकिन अपनी शांति को उसे पाने पर निर्भर न करें?,Yeh kaisa dikhega ki aap jo chahte hain uski taraf badein — lekin apni shanti ko use paane par nirbhar na karein?,desire,action_oriented,2,mild,craving|resistance,karma|detachment,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f981,approved,,"What if you channeled the energy of this desire into your duty — not to suppress the want, but to let it fuel the work?","क्या हो यदि आप इस इच्छा की ऊर्जा को अपने कर्तव्य में लगाएं — चाहत को दबाने के लिए नहीं, बल्कि उसे काम का ईंधन बनाने के लिए?","Kya ho agar aap is ichha ki urja ko apne kartavya mein lagaein — chaahat ko dabane ke liye nahi, balki use kaam ka indhan banane ke liye?",desire,action_oriented,3,moderate,longing|craving|grief,karma|detachment|dharma,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f982,approved,,What is beneath this wanting — the deeper thirst that this desire is pointing toward but can never quite satisfy?,इस चाहत के नीचे क्या है — वह गहरी प्यास जिसकी ओर यह इच्छा इशारा करती है लेकिन जिसे कभी पूरी तरह बुझा नहीं सकती?,Is chaahat ke neeche kya hai — woh gehri pyas jiski taraf yeh ichha ishara karti hai lekin jise kabhi poori tarah bujha nahi sakti?,desire,spiritual,1,any,longing|craving,desire|equanimity,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f983,approved,,What if this restless longing is not a problem to be solved but a sign pointing toward something the world cannot give?,क्या हो यदि यह बेचैन लालसा कोई समस्या नहीं है जिसे सुलझाया जाए — बल्कि एक संकेत है जो उस ओर इशारा करता है जो दुनिया नहीं दे सकती?,Kya ho agar yeh bechaini wali lalsa koi samasya nahi hai jise suljhaya jaaye — balki ek sanket hai jo us taraf ishara karta hai jo duniya nahi de sakti?,desire,spiritual,2,mild,longing|restlessness,desire|ego|surrender,,human_written,0,0.0,
6a3f67dbad73b9d3bd86f984,approved,,If the one who desires were also seen through — if the self that wants were as empty as what it reaches for — what would remain?,यदि जो इच्छा करता है उसे भी देखा जाए — यदि जो चाहता है वह स्वयं भी उतना ही रिक्त हो जितना जिसके लिए वह पहुँचता है — तो क्या शेष बचेगा?,Agar jo ichha karta hai use bhi dekha jaaye — agar jo chahta hai woh khud bhi utna hi rikt ho jitna jiske liye woh pahunchta hai — toh kya shesh bachega?,desire,spiritual,3,moderate,longing|existential|craving,desire|ego|witness-self,,human_written,0,0.0,
6a3f72b3f9906663563ec1ac,approved,,Instead of chasing what you want right now — what would it look like to cultivate the conditions in which it could naturally arise?,अभी जो आप चाहते हैं उसका पीछा करने की जगह — उन परिस्थितियों को विकसित करना कैसा दिखेगा जिनमें यह स्वाभाविक रूप से उत्पन्न हो सके?,Abhi jo aap chahte hain uska peechha karne ki jagah — un paristhitiyon ko viksit karna kaisa dikhega jinmein yeh svabhaavic roop se utpanna ho sake?,desire,action_oriented,1,any,longing|craving,karma|svadharma,,human_written,0,0.0,
6a3f72b3f9906663563ec1ad,approved,,What would it look like to want this fully — giving it your honest effort — while treating the outcome as a gift rather than a due?,इसे पूरी तरह चाहना कैसा दिखेगा — इसके लिए अपना ईमानदार प्रयास देना — लेकिन परिणाम को अधिकार की जगह उपहार मानना?,Ise poori tarah chahna kaisa dikhega — iske liye apna imaandaar prayas dena — lekin natija ko adhikaar ki jagah uphaar maanna?,desire,action_oriented,2,mild,craving|resistance,karma|detachment,,human_written,0,0.0,
6a3f72b3f9906663563ec1ae,approved,,What desire — if you honoured it with discipline rather than chasing it with urgency — might actually take you somewhere worth going?,कौन-सी इच्छा — यदि आप इसे जल्दबाज़ी से नहीं बल्कि अनुशासन से सम्मान दें — वास्तव में आपको कहीं ऐसी जगह ले जा सकती है जो जाने योग्य हो?,Kaun si ichha — agar aap ise jaldi-baazi se nahi balki anushasan se samman dein — asal mein aapko kahi aisi jagah le ja sakti hai jo jaane yogya ho?,desire,action_oriented,3,moderate,longing|craving|grief,karma|detachment|dharma,,human_written,0,0.0,
6a3f72b3f9906663563ec1af,approved,,What does this desire feel like in the body — before the mind names it and decides what to do with it?,यह इच्छा शरीर में कैसी महसूस होती है — इससे पहले कि मन इसे नाम दे और इसके साथ क्या करना है यह तय करे?,Yeh ichha sharir mein kaisi mahsoos hoti hai — isse pehle ki mann ise naam de aur iske saath kya karna hai yeh tay kare?,desire,spiritual,1,any,longing|craving,desire|equanimity,,human_written,0,0.0,
6a3f72b3f9906663563ec1b0,approved,,What if every desire is pointing at a wholeness you already have — and the reaching outward is only the surface of a deeper inward return?,क्या हो यदि हर इच्छा एक ऐसी पूर्णता की ओर इशारा कर रही है जो आपके पास पहले से है — और बाहर पहुँचना केवल एक गहरी भीतरी वापसी का बाहरी रूप है?,Kya ho agar har ichha ek aisi purnata ki taraf ishara kar rahi hai jo aapke paas pehle se hai — aur bahar pahunchna sirf ek gehri bheeetri wapsi ka baahri roop hai?,desire,spiritual,2,mild,longing|restlessness,desire|ego|surrender,,human_written,0,0.0,
6a3f72b3f9906663563ec1b1,approved,,"What would it mean to rest in the awareness that watches desire arise and pass — without being swept away by it, and without suppressing it?","उस चेतना में विश्राम करने का क्या अर्थ होगा जो इच्छा को उठते और जाते देखती है — उसमें बहे बिना, और उसे दबाए बिना?","Us chetna mein vishram karne ka kya matlab hoga jo ichha ko uthte aur jaate dekhti hai — us mein bahe bina, aur use dabaaye bina?",desire,spiritual,3,moderate,longing|existential|craving,desire|ego|witness-self,,human_written,0,0.0,
6a3f68d0b25d6203286b00e1,approved,,What is the gap between what you intend to do and what you actually do — and what lives in that gap?,जो आप करना चाहते हैं और जो आप वास्तव में करते हैं — उनके बीच की खाई में क्या रहता है?,Jo aap karna chahte hain aur jo aap asal mein karte hain — unke beech ki khaai mein kya rehta hai?,discipline,self_awareness,1,any,guilt|inertia,karma|dharma,,human_written,0,0.0,
